,original_name,release_date,genres,overview,total_views,popularity,vote_average,vote_count,content
887,Desperado,1995,Crime Action Thriller,"Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his best friend and a beautiful bookstore owner, the Mariachi tracks Bucho, takes on his army of desperados, and leaves a trail of blood of his own.",33,27.576,6.9,2252,"Crime Action Thriller 1995 Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his best friend and a beautiful bookstore owner, the Mariachi tracks Bucho, takes on his army of desperados, and leaves a trail of blood of his own."
888,American Hero,2015,Comedy Action Science Fiction,"Melvin, a reluctant hero who is far from super, has been suppressing his telekinetic powers for years with booze, drugs, and women. In the process, he has failed at practically everything, most of all as a parent to his son. After a brush with death, Melvin decides to use his powers for good and clean up the streets of New Orleans with the help of his best friend/definitely-not-a-sidekick, Lucille. For a man who can do the impossible, it might be a fight even he can’t win.",59,10.677,5.6,184,"Comedy Action Science Fiction 2015 Melvin, a reluctant hero who is far from super, has been suppressing his telekinetic powers for years with booze, drugs, and women. In the process, he has failed at practically everything, most of all as a parent to his son. After a brush with death, Melvin decides to use his powers for good and clean up the streets of New Orleans with the help of his best friend/definitely-not-a-sidekick, Lucille. For a man who can do the impossible, it might be a fight even he can’t win."
889,Black Hawk Down,2001,Action History War,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",46,48.325,7.4,4518,"Action History War 2001 When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground."
890,Contagion,2011,Drama Science Fiction Thriller,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",40,44.628,6.6,5065,"Drama Science Fiction Thriller 2011 As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself."
891,Blade: Trinity,2004,Action Fantasy Horror,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",32,53.474,5.9,3134,"Action Fantasy Horror 2004 For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula."
892,Testament of Youth,2014,Drama History War,"Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a woman’s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times.",51,11.913,7.3,662,"Drama History War 2014 Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a woman’s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times."
893,The A-Team,2010,Comedy Crime Action Adventure Thriller,"A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck help out various people they encounter.",118,81.915,6.4,3851,"Comedy Crime Action Adventure Thriller 2010 A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck help out various people they encounter."
894,We Bought a Zoo,2011,Comedy Drama Family,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",57,27.295,6.7,2230,"Comedy Drama Family 2011 Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble."
895,The Double,2011,Crime Drama Action,"The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced.",46,41.838,5.8,520,"Crime Drama Action 2011 The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced."
896,Obsessed,2009,Drama Thriller,"Things couldn't be better for Derek Charles. He's just received a big promotion at work, and has a wonderful marriage with his beautiful wife, Sharon. However, into this idyllic world steps Lisa, a temporary worker at Derek's office. Lisa begins to stalk Derek, jeopardizing all he holds dear.",130,14.25,5.8,529,"Drama Thriller 2009 Things couldn't be better for Derek Charles. He's just received a big promotion at work, and has a wonderful marriage with his beautiful wife, Sharon. However, into this idyllic world steps Lisa, a temporary worker at Derek's office. Lisa begins to stalk Derek, jeopardizing all he holds dear."
897,Unstoppable,2010,Action Thriller,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania,  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine.",56,45.443,6.5,2839,"Action Thriller 2010 A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania,  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine."
898,The Lookalike,2014,Crime Drama Thriller,Two crooks looking out for a drug lord's love interest scramble to find a look-alike after she dies unexpectedly.,71,8.859,5.1,43,Crime Drama Thriller 2014 Two crooks looking out for a drug lord's love interest scramble to find a look-alike after she dies unexpectedly.
899,Star Trek: Insurrection,1998,Action Adventure Science Fiction Thriller,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",62,22.032,6.4,905,"Action Adventure Science Fiction Thriller 1998 When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded."
900,Ocean's Twelve,2004,Crime Thriller,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",69,28.081,6.6,6010,"Crime Thriller 2004 Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels."
901,Black Knight,2001,Comedy Adventure Fantasy,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England.",46,18.645,5.4,894,"Comedy Adventure Fantasy 2001 Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England."
902,Signs,2002,Drama Mystery Science Fiction Thriller,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,124,36.196,6.6,4484,Drama Mystery Science Fiction Thriller 2002 A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.
903,Ghosts of Girlfriends Past,2009,Comedy Fantasy Romance,"When notorious womanizer Connor Mead attends his brother Paul's wedding, he is forced to re-evaluate his behavior as he comes face-to-face with the ghosts of girlfriends past, present, and future, along with his deceased uncle. The experience changes his attitude and allows him to reconnect with his first and only love, Jenny.",49,56.987,5.9,1945,"Comedy Fantasy Romance 2009 When notorious womanizer Connor Mead attends his brother Paul's wedding, he is forced to re-evaluate his behavior as he comes face-to-face with the ghosts of girlfriends past, present, and future, along with his deceased uncle. The experience changes his attitude and allows him to reconnect with his first and only love, Jenny."
904,Tropic Thunder,2008,Comedy Action Adventure War,"Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",79,77.298,6.6,4857,"Comedy Action Adventure War 2008 Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys."
905,Chaos Theory,2008,Comedy Drama Romance,"Frank Allen, a professional speaker who lectures on time management has a perfectly ordered and scheduled life, down to the minute. When his wife sets his clock forward 10 minutes as a joke, his day is thrown off. Deciding that his strictly ordered life has done him little good, he begins to make multiple choice index cards, choosing one at random and doing what is written on the card.",14,10.911,6.3,302,"Comedy Drama Romance 2008 Frank Allen, a professional speaker who lectures on time management has a perfectly ordered and scheduled life, down to the minute. When his wife sets his clock forward 10 minutes as a joke, his day is thrown off. Deciding that his strictly ordered life has done him little good, he begins to make multiple choice index cards, choosing one at random and doing what is written on the card."
906,Young Adult,2011,Comedy Drama,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",3,27.292,5.7,1005,"Comedy Drama 2011 A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family."
907,The Drop,2014,Crime Drama,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",72,43.959,6.8,1781,"Crime Drama 2014 Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost."
908,Alan Partridge: Alpha Papa,2013,Comedy Crime Action,Alan Partridge has had many ups and downs in life—national television broadcaster; responsible for killing a guest on live TV; local radio broadcaster; nervous breakdown in Dundee; and a self-published book that was subsequently recalled and pulped. Alan tries to salvage his public career while negotiating a potentially violent turn of events at North Norfolk Digital Radio.,95,10.378,6.7,355,Comedy Crime Action 2013 Alan Partridge has had many ups and downs in life—national television broadcaster; responsible for killing a guest on live TV; local radio broadcaster; nervous breakdown in Dundee; and a self-published book that was subsequently recalled and pulped. Alan tries to salvage his public career while negotiating a potentially violent turn of events at North Norfolk Digital Radio.
909,The Day After Tomorrow,2004,Action Adventure Science Fiction Thriller,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",170,46.659,6.5,6550,"Action Adventure Science Fiction Thriller 2004 After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze."
910,Miss You Already,2015,Comedy Drama,The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.,36,14.668,7.4,605,Comedy Drama 2015 The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.
911,The Ant Bully,2006,Animation Comedy Family Adventure Fantasy,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",37,48.982,5.7,1114,"Animation Comedy Family Adventure Fantasy 2006 Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways."
912,License to Wed,2007,Comedy,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",25,14.492,5.7,742,"Comedy 2007 Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy."
913,The Quiet Ones,2014,Horror,"A university student and some classmates are recruited to carry out a private experiment -- to create a poltergeist. Their subject: an alluring, but dangerously disturbed young woman. Their quest: to explore the dark energy that her damaged psyche might manifest. As the experiment unravels along with their sanity, the rogue PHD students, led by their determined professor, are soon confronted with a terrifying reality: they have triggered an unspeakable force with a power beyond all explanation.",184,10.436,5.1,567,"Horror 2014 A university student and some classmates are recruited to carry out a private experiment -- to create a poltergeist. Their subject: an alluring, but dangerously disturbed young woman. Their quest: to explore the dark energy that her damaged psyche might manifest. As the experiment unravels along with their sanity, the rogue PHD students, led by their determined professor, are soon confronted with a terrifying reality: they have triggered an unspeakable force with a power beyond all explanation."
914,Pretty Woman,1990,Comedy Romance,"When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.",146,66.626,7.4,6331,"Comedy Romance 1990 When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain."
915,Baggage Claim,2013,Comedy,"Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé.",73,12.328,5.3,171,"Comedy 2013 Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé."
916,Watchmen,2009,Mystery Action Science Fiction,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",73,53.142,7.3,7541,"Mystery Action Science Fiction 2009 In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger."
917,Stakeout,1987,Comedy Action Romance,"Two cops are given the 'dirty' job of staking out the home of an escaped convict's ex-girlfriend. Chris and the beautiful girlfriend accidentally meet and fall in love. Just as Chris confesses, the convict appears, but will she betray him ?",52,10.829,6.4,291,"Comedy Action Romance 1987 Two cops are given the 'dirty' job of staking out the home of an escaped convict's ex-girlfriend. Chris and the beautiful girlfriend accidentally meet and fall in love. Just as Chris confesses, the convict appears, but will she betray him ?"
918,Invictus,2009,Drama History,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",30,24.891,7.2,3462,"Drama History 2009 Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match."
919,Kingdom of Heaven,2005,Drama Action Adventure History War,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",93,47.811,6.8,3270,"Drama Action Adventure History War 2005 After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades."
920,InAPPropriate Comedy,2013,Comedy,A no-nonsense cop has a flair for fashion and a celebrity takes revenge on the paparazzi in a collection of comedic sketches.,51,8.247,3.2,72,Comedy 2013 A no-nonsense cop has a flair for fashion and a celebrity takes revenge on the paparazzi in a collection of comedic sketches.
921,Piglet's Big Movie,2003,Animation Family,"When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo and Winnie the Pooh must use Piglet's scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways.",81,19.513,6.7,275,"Animation Family 2003 When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo and Winnie the Pooh must use Piglet's scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways."
922,21,2008,Crime Drama,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",68,37.718,6.7,3838,"Crime Drama 2008 Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack."
923,The Nanny Diaries,2007,Comedy Drama Romance,"A college graduate goes to work as a nanny for a rich New York family. Ensconced in their home, she has to juggle their dysfunction, a new romance, and the spoiled brat in her charge.",45,17.695,6.3,863,"Comedy Drama Romance 2007 A college graduate goes to work as a nanny for a rich New York family. Ensconced in their home, she has to juggle their dysfunction, a new romance, and the spoiled brat in her charge."
924,Awake,2021,Drama Science Fiction Thriller,"After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.",107,188.202,6.0,813,"Drama Science Fiction Thriller 2021 After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind."
925,Black Rain,1989,Crime Action Thriller,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. However, in Japan he manages to escape, and as they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game—the Japanese way.",109,15.836,6.5,797,"Crime Action Thriller 1989 Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. However, in Japan he manages to escape, and as they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game—the Japanese way."
926,The Rocketeer,1991,Family Action Adventure Science Fiction,"A stunt pilot comes across a prototype jetpack that gives him the ability to fly. However, evil forces of the world also want this jetpack at any cost.",26,14.249,6.4,698,"Family Action Adventure Science Fiction 1991 A stunt pilot comes across a prototype jetpack that gives him the ability to fly. However, evil forces of the world also want this jetpack at any cost."
927,Star Trek VI: The Undiscovered Country,1991,Action Adventure Science Fiction Thriller,"After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their dealiest encounter.",73,10.99,7.0,956,"Action Adventure Science Fiction Thriller 1991 After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their dealiest encounter."
928,Tigerland,2000,Drama War,"A group of recruits go through Advanced Infantry Training at Fort Polk, Louisiana's infamous Tigerland, last stop before Vietnam for tens of thousands of young men in 1971.",91,11.733,6.6,435,"Drama War 2000 A group of recruits go through Advanced Infantry Training at Fort Polk, Louisiana's infamous Tigerland, last stop before Vietnam for tens of thousands of young men in 1971."
929,Minority Report,2002,Mystery Action Science Fiction Thriller,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",199,27.446,7.3,7026,"Mystery Action Science Fiction Thriller 2002 John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge."
930,The One I Love,2014,Comedy Drama Romance,"On the brink of separation, Ethan and Sophie escape to a beautiful vacation house for a weekend getaway in an attempt to save their marriage. What begins as a romantic and fun retreat soon becomes surreal, when an unexpected discovery forces the two to examine themselves, their relationship, and their future.",68,10.977,6.9,542,"Comedy Drama Romance 2014 On the brink of separation, Ethan and Sophie escape to a beautiful vacation house for a weekend getaway in an attempt to save their marriage. What begins as a romantic and fun retreat soon becomes surreal, when an unexpected discovery forces the two to examine themselves, their relationship, and their future."
931,Mystic River,2003,Crime Drama Mystery Thriller,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,99,84.336,7.7,5193,Crime Drama Mystery Thriller 2003 The lives of three men who were childhood friends are shattered when one of them has a family tragedy.
932,Le Divorce,2003,Comedy Drama Romance,"While visiting her sister in Paris, a young woman finds romance and learns her brother-in-law is a philanderer.",67,13.108,5.0,114,"Comedy Drama Romance 2003 While visiting her sister in Paris, a young woman finds romance and learns her brother-in-law is a philanderer."
933,Scouts Honor,2009,Comedy Family,"Bumbling brothers David and Tim Appleorchard attempt to keep their family-owned summer camp from falling into the hands of their evil, greedy sibling (Chris Kattan) by earning their fist merit badges by the time they turn 30.",105,1.308,5.2,3,"Comedy Family 2009 Bumbling brothers David and Tim Appleorchard attempt to keep their family-owned summer camp from falling into the hands of their evil, greedy sibling (Chris Kattan) by earning their fist merit badges by the time they turn 30."
934,Hall Pass,2011,Comedy Romance,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality.",51,40.027,5.6,1616,"Comedy Romance 2011 When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality."
935,Conspiracy Theory,1997,Drama Mystery Action Thriller,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",73,17.945,6.6,1125,"Drama Mystery Action Thriller 1997 A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is."
936,Just Wright,2010,Comedy Drama Romance,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,46,17.568,6.3,312,Comedy Drama Romance 2010 A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.
937,TRON: Legacy,2010,Action Adventure Science Fiction,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",65,106.338,6.4,5979,"Action Adventure Science Fiction 2010 Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world."
938,Journey to the Center of the Earth,2008,Comedy Family Action Adventure Science Fiction,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",27,49.022,6.0,4010,"Comedy Family Action Adventure Science Fiction 2008 On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth."
939,Blade II,2002,Action Fantasy Horror Thriller,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",12,56.639,6.5,3793,"Action Fantasy Horror Thriller 2002 A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires."
940,P-51 Dragon Fighter,2014,Action Fantasy Science Fiction,"As World War Two rages on, the allies are about to push the Nazis out of North Africa. That's when the Nazis turn up the heat, unleashing their secret Weapon: DRAGONS!!! The allies quickly lose ground to the ancient monster, and are close to complete annihilation when the Allies put together a group of special fighter-pilots, specially trained to fight a beast everyone thought was a myth.",62,4.835,5.0,30,"Action Fantasy Science Fiction 2014 As World War Two rages on, the allies are about to push the Nazis out of North Africa. That's when the Nazis turn up the heat, unleashing their secret Weapon: DRAGONS!!! The allies quickly lose ground to the ancient monster, and are close to complete annihilation when the Allies put together a group of special fighter-pilots, specially trained to fight a beast everyone thought was a myth."
941,Labor Day,2013,Drama,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",29,11.609,6.9,853,"Drama 2013 Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited."
942,Rock of Ages,2012,Comedy Drama Music Romance,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",26,20.761,6.2,1039,"Comedy Drama Music Romance 2012 A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams."
943,In Time,2011,Action Science Fiction Thriller,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",33,146.03,6.9,9477,"Action Science Fiction Thriller 2011 In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'."
944,Grown Ups,2010,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",28,174.669,6.3,4885,"Comedy 2010 After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend."
